timestamp,vehicle_id,trip_duration_seconds,sensor_status,lat,lon,altitude,position_x,position_y,position_z,heading,speed_kmh,speed_ms,velocity_x,velocity_y,velocity_z,speed_change_rate,acceleration_x,acceleration_y,acceleration_z,longitudinal_accel,lateral_accel,accel_magnitude,jerk,angular_velocity_x,angular_velocity_y,angular_velocity_z,angular_acceleration_x,angular_acceleration_y,angular_acceleration_z,angular_accel_mag,lateral_force,imu_accel_x,imu_accel_y,imu_accel_z,imu_angular_x,imu_angular_y,imu_angular_z,gear,rpm,handbrake,speed_limit,collision,collision_impact,time_of_day,day_of_week,weather_rain,weather_snow,weather_fog,weather_dust,harsh_braking,harsh_acceleration,harsh_cornering,speeding,rapid_lane_change,potential_tailgating,steering_inconsistency,smoothness_score,speed_efficiency,acceleration_efficiency,overall_driving_score,total_risk_events,total_behavior_flags,g_force,cornering_severity,acceleration_variance,driving_aggressiveness_score
2025-08-01 21:13:03.048185,default_car,0.000121,"{""imu"": false, ""gps"": true, ""collision"": true}",47.641468,-122.14016500002597,-1.4143180847167969,0.0,-1.9429344320087694e-06,1.4143180847167969,7.835717316520228e-07,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,60,False,0.0,21.216666666666665,4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,100.0,100.0,100.0,100.0,0,0,0.0,0.0,0.0,0.0
2025-08-01 21:13:03.149044,default_car,0.10098,"{""imu"": false, ""gps"": true, ""collision"": true}",47.641468,-122.14016500002597,-1.4143180847167969,0.0,-1.9429344320087694e-06,1.4143180847167969,7.835717316520228e-07,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,60,False,0.0,21.216666666666665,4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,100.0,100.0,100.0,100.0,0,0,0.0,0.0,0.0,0.0
2025-08-01 21:13:03.250278,default_car,0.202214,"{""imu"": false, ""gps"": true, ""collision"": true}",47.641468,-122.14016500002597,-1.4143180847167969,0.0,-1.9429344320087694e-06,1.4143180847167969,7.835717316520228e-07,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,60,False,0.0,21.216666666666665,4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,100.0,100.0,100.0,100.0,0,0,0.0,0.0,0.0,0.0
2025-08-01 21:13:03.351698,default_car,0.303634,"{""imu"": false, ""gps"": true, ""collision"": true}",47.641468,-122.14016500002597,-1.4143180847167969,0.0,-1.9429344320087694e-06,1.4143180847167969,7.835717316520228e-07,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,60,False,0.0,21.216666666666665,4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,100.0,100.0,100.0,100.0,0,0,0.0,0.0,0.0,0.0
2025-08-01 21:13:03.452726,default_car,0.404662,"{""imu"": false, ""gps"": true, ""collision"": true}",47.641468,-122.14016500002597,-1.4143180847167969,0.0,-1.9429344320087694e-06,1.4143180847167969,7.835717316520228e-07,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,60,False,0.0,21.216666666666665,4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,100.0,100.0,100.0,100.0,0,0,0.0,0.0,0.0,0.0
2025-08-01 21:13:03.553808,default_car,0.505744,"{""imu"": false, ""gps"": true, ""collision"": true}",47.641468,-122.14016500002597,-1.4143180847167969,0.0,-1.9429344320087694e-06,1.4143180847167969,7.835717316520228e-07,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,60,False,0.0,21.216666666666665,4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,100.0,100.0,100.0,100.0,0,0,0.0,0.0,0.0,0.0
2025-08-01 21:13:03.655025,default_car,0.606961,"{""imu"": false, ""gps"": true, ""collision"": true}",47.641468,-122.14016500002597,-1.4143180847167969,0.0,-1.9429344320087694e-06,1.4143180847167969,7.835717316520228e-07,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,60,False,0.0,21.216666666666665,4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,100.0,100.0,100.0,100.0,0,0,0.0,0.0,0.0,0.0
2025-08-01 21:13:03.755854,default_car,0.70779,"{""imu"": false, ""gps"": true, ""collision"": true}",47.641468,-122.14016500002597,-1.4143180847167969,0.0,-1.9429344320087694e-06,1.4143180847167969,7.835717316520228e-07,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,60,False,0.0,21.216666666666665,4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,100.0,100.0,100.0,100.0,0,0,0.0,0.0,0.0,0.0
2025-08-01 21:13:03.856879,default_car,0.808815,"{""imu"": false, ""gps"": true, ""collision"": true}",47.641468,-122.14016500002597,-1.4143180847167969,0.0,-1.9429344320087694e-06,1.4143180847167969,7.835717316520228e-07,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,60,False,0.0,21.216666666666665,4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,100.0,100.0,100.0,100.0,0,0,0.0,0.0,0.0,0.0
2025-08-01 21:13:03.958220,default_car,0.910156,"{""imu"": false, ""gps"": true, ""collision"": true}",47.641468,-122.14016500002597,-1.4143180847167969,0.0,-1.9429344320087694e-06,1.4143180847167969,7.835717316520228e-07,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,60,False,0.0,21.216666666666665,4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,100.0,100.0,100.0,100.0,0,0,0.0,0.0,0.0,0.0
